15.5307,29.3761,6.7057
42.8187,7.42689,16.2401
18.4926,1.08267,20.5422
4.88214,9.46489,0.147711
42.247,49.2718,39.9911
23.4511,17.2817,36.3707
18.8569,38.5802,34.9994
3.53229,40.6888,27.3214
49.1379,1.38855,3.67686
43.091,21.5764,2.5097
33.0341,32.5616,17.772
26.1651,18.1038,17.3589
34.1986,14.2474,32.0289
20.495,18.8768,28.5185
47.038,28.4975,25.7926
6.57034,35.9612,5.70925
5.28758,30.2787,45.1082
38.3492,2.55521,7.49712
17.5985,11.0445,25.7582
5.63601,12.3668,30.4752
35.9211,39.8222,42.0143
45.7191,42.0763,23.4467
7.045,48.3622,43.6237
47.9184,3.28991,15.8536
7.09517,40.5127,6.75107
2.88978,38.736,6.59595
25.2934,42.6474,39.3074
37.5882,25.0318,31.6039
21.3586,13.6733,46.4387
9.93836,31.7156,26.8456
1.05754,13.9022,23.2203
26.9433,0.428468,31.2477
15.1215,35.0803,46.7216
14.2444,17.897,3.32032
49.2095,49.7619,9.40186
6.56907,47.7141,42.8142
20.2429,21.81,19.3796
1.79635,11.2608,29.6465
40.975,2.04623,42.2767
29.1023,36.948,6.93708
49.9778,14.9826,9.70142
23.3235,6.82626,25.2805
19.4384,17.4518,40.9265
43.1894,34.5176,14.2848
47.9132,4.33625,22.179
47.2452,2.16798,39.3329
2.35471,25.2415,47.3124
28.7298,12.0995,42.4236
38.3202,1.81261,12.7908
2.17282,17.9161,23.8256
35.8762,32.8441,5.7786
17.4682,14.4577,37.0596
29.8695,1.96325,26.4399
0.43709,15.457,11.6399
47.3075,14.4511,33.2819
0.548605,6.22656,5.27564
16.5605,21.0934,16.3395
13.8936,19.0265,11.7532
3.5921,23.8163,26.1918
35.8409,29.998,29.5212
6.79815,7.54114,7.37373
7.6777,12.595,2.12647
3.3915,3.07573,14.3053
33.6537,27.6612,34.8518
24.1721,11.6828,45.3689
6.61607,12.1262,2.48246
37.0709,27.4224,42.3943
38.3285,43.0813,2.33983
26.4206,12.3811,21.354
19.3178,37.6586,29.6164
19.0925,49.2032,11.3677
31.7594,30.3802,36.5812
20.095,3.69323,44.8829
49.0176,38.9078,8.90583
1.69694,40.6041,31.231
30.8514,43.824,30.1644
10.4198,30.9622,19.9445
39.424,34.3765,7.39177
47.4255,41.1969,40.2264
10.4571,5.72639,33.0648
42.1284,45.9994,4.50696
33.7875,36.8988,46.4595
5.73912,48.6381,27.2694
14.6269,45.9291,2.5502
48.9223,30.4578,34.4468
44.7765,24.2197,33.12
27.5902,6.58063,14.3504
15.3602,45.7722,13.5649
24.491,46.5621,45.7411
44.1908,49.2881,47.1155
40.5814,35.7246,47.6765
36.3407,12.7432,18.177
16.6541,30.0243,49.837
15.2808,38.2966,6.9032
27.3784,40.8093,2.77751
43.2935,4.43723,12.5529
11.2257,5.32166,38.9368
35.6199,21.4822,12.1508
0.971941,6.36877,33.4022
5.76832,9.30232,25.0815
48.0871,22.7661,20.5099
5.63167,8.91378,27.277
43.9601,45.8092,4.73294
32.7541,31.5952,49.67
15.7221,33.0664,26.0066
22.6453,10.1284,13.7071
27.2464,16.98,38.9185
45.0632,24.4948,2.98934
0.685245,37.2759,10.5274
35.6277,13.7327,16.6067
18.3363,31.6168,45.3167
5.09543,28.3727,43.3306
28.0108,36.0124,42.3706
20.7063,39.2283,38.5002
30.2828,24.3846,40.5388
3.63181,49.277,29.5764
36.8754,25.8691,32.799
9.58956,36.9315,10.227
30.496,44.2374,3.57184
33.082,43.5998,34.5698
49.8418,31.6325,24.5187
27.1537,35.0048,40.935
11.0494,6.35677,1.57166
22.2078,38.2545,30.1097
25.7975,20.501,15.579
12.6888,13.2135,32.3242
45.7821,37.2076,44.746
42.3928,45.7106,39.6057
19.3291,3.91035,7.43792
0.90211,24.2797,34.3428
36.823,18.8885,11.7697
1.68894,21.6508,14.41
44.3604,34.4577,18.3414
15.3266,9.04767,12.3739
26.6426,37.5,48.1131
10.2066,6.59775,20.4843
4.94453,35.7573,49.7155
11.4928,31.9694,2.2429
25.3975,21.0039,0.75421
2.3958,16.4834,18.2903
40.8103,11.2627,10.9709
44.4309,27.154,39.2136
9.16969,15.9006,25.3605
31.7175,25.3903,37.5302
23.5492,31.4637,13.8232
38.553,17.3191,39.3265
39.6519,19.4086,41.0285
43.4645,37.5741,11.0389
9.0996,33.3299,20.5205
22.0441,5.72736,5.39248
22.0226,40.8929,3.62424
9.36418,5.17224,46.4046
33.4448,7.1515,21.0746
6.17853,44.4078,33.7519
21.5809,12.7273,12.7909
18.3364,32.9726,10.5741
24.0653,2.9453,45.662
14.1553,48.9916,15.1317
35.2578,48.0397,49.0301
2.28198,14.8896,18.9788
4.72866,31.8647,11.3825
43.7526,32.1467,30.1298
38.0612,39.6026,39.8196
19.5595,22.2396,28.07
27.6581,9.61598,11.5221
6.13207,26.4116,18.459
1.24223,8.29717,11.6089
1.70635,48.8526,38.9637
7.06581,19.3536,5.57166
49.5436,22.4158,8.54148
31.6195,45.9456,18.7898
