26.6895,39.2192
3.01691,35.9279
31.1375,29.2917
16.712,11.2667
7.81889,8.20902
37.6767,42.8534
33.0222,20.3211
37.5679,5.55469
35.8759,18.9017
30.5751,12.6869
44.9265,9.86115
4.72334,17.7048
6.10947,26.4615
29.0749,6.01082
40.7003,44.027
47.0568,14.4276
7.17498,31.5453
4.4354,48.759
14.5331,13.8113
32.3583,17.1283
30.2029,10.3549
17.0927,15.5189
25.8265,7.2142
15.6715,44.6259
37.8439,6.60339
12.823,22.2
40.4963,25.3537
35.4533,41.5097
24.0407,23.7217
5.26378,32.9554
13.0302,17.8252
39.0249,39.5156
42.3591,12.8937
18.1128,31.0805
8.00579,44.451
43.7215,13.6195
17.2538,39.6367
33.0538,3.90757
21.3104,14.5319
37.6824,49.7262
12.0298,12.3438
35.5627,48.7207
25.8576,34.2979
49.8495,15.2985
40.5278,1.6909
49.5517,38.2397
42.0214,38.9355
28.7949,10.9699
24.1722,29.0986
23.3899,49.155
41.2695,15.8061
23.924,48.724
18.7051,10.3911
8.80628,4.36637
47.1581,21.5764
43.2598,3.57006
35.0648,46.9673
31.0244,30.3076
16.4234,16.8695
12.2633,9.43008
47.4637,41.8814
42.7303,47.9978
29.5731,17.7127
29.8809,3.99174
9.50119,39.0941
9.74389,15.1082
16.4648,6.81659
14.5753,29.8138
7.79486,45.446
9.0876,41.0473
27.1037,46.8242
19.2066,10.1482
45.4864,37.7001
47.6538,36.2905
9.66876,2.63989
2.68152,14.2994
25.2092,42.1061
37.0725,4.91657
7.23604,10.7863
42.5386,0.119736
3.9137,33.3959
30.9119,34.336
45.7729,24.8141
42.412,7.79754
9.22788,3.94073
7.54345,21.4748
41.636,15.2855
44.5058,47.99
22.3905,20.3699
4.78407,39.9428
37.6022,34.8493
18.4588,38.6001
29.1313,3.92008
29.1217,0.500827
49.0569,2.852
26.8141,46.0574
39.7321,40.9176
1.07873,22.0131
41.3658,35.6893
48.1061,38.4102
7.87903,1.19394
3.02505,4.71851
41.0681,27.0856
32.1269,36.204
6.24026,4.41496
49.9897,27.0309
35.7197,27.5203
24.4123,22.2934
39.092,2.42351
8.09608,7.52919
42.7148,1.73353
10.8807,11.6522
14.3099,42.4097
48.3732,13.3131
38.4818,30.902
48.6391,25.042
40.4336,11.4157
44.7264,11.0917
46.6572,24.4015
9.26407,5.38739
38.0563,19.2514
32.7886,34.758
31.3751,41.3206
4.7828,31.6565
25.281,13.2279
41.4039,23.3158
17.7348,30.1065
11.8406,23.9404
41.7009,33.15
35.5188,30.3847
24.7819,8.16485
49.3213,38.1506
35.6721,26.4664
14.845,8.45781
13.2666,44.5695
36.3172,32.4332
35.7928,45.6564
37.1213,47.2998
13.1657,36.8266
29.6318,49.484
17.5902,12.5883
44.447,23.5947
27.0894,43.3393
41.6117,0.244354
36.4224,30.0239
7.27999,10.6572
36.6359,43.659
28.2643,1.59801
7.3654,4.42809
6.73274,13.6079
24.1166,9.92122
22.1063,24.4714
9.25904,43.0405
18.3865,33.8418
16.2537,22.5068
34.6507,35.5754
17.6669,8.54931
48.2681,31.8373
2.76102,2.48894
16.4964,4.1783
32.8481,2.37834
18.5003,41.3744
1.43641,27.8853
3.79948,46.0103
21.0783,16.9451
41.2779,49.0523
14.5921,4.59209
35.8857,25.7009
47.5487,49.5908
8.7242,36.5144
13.435,35.5254
24.3149,23.7933
12.1631,29.5957
49.496,10.3023
46.6849,22.3324
46.6206,5.02359
41.3357,38.618
23.8053,12.6797
44.7977,26.0357
37.1788,36.2389
0.21509,23.0105
3.60165,9.54744
29.7222,33.2126
43.5095,17.3523
37.7748,8.92763
29.4585,28.0447
5.8594,40.709
19.2711,21.1054
23.7687,41.7621
45.152,47.4431
7.96092,48.8177
7.36488,45.4925
27.2892,20.0684
24.2354,37.5758
43.2368,11.4213
10.3311,32.9943
44.3076,24.4109
22.0059,11.4111
44.2609,22.709
